Time Bucket (America/Los_Angeles),Main panel-Mains_A (kWhs),Main panel-Mains_B (kWhs),Main panel-Mains_C (kWhs),Main panel-Water Heater-Tankless water heater (kWhs),Main panel-Pump-Sump pump (kWhs),Main panel-Garage/Shop/Barn/Shed-Trash motion detector (kWhs),Main panel-Pump-Pool pump (kWhs),Main panel-Pump-Spa pump (kWhs),Main panel-Garage/Shop/Barn/Shed-Garden shed (kWhs),Main panel-Circuit_7 (kWhs),Main panel-Circuit_8 (kWhs),Main panel-Circuit_9 (kWhs),Main panel-Circuit_10 (kWhs),Main panel-Circuit_11 (kWhs),Main panel-Solar/Generation-Generator (kWhs),Main panel-Air Conditioner-Air Conditioner (kWhs),Main panel-Solar/Generation-Solar inverter (kWhs),Main panel-Cooktop/Range/Oven/Stove-Oven (kWhs),Main panel-Cooktop/Range/Oven/Stove-Stove (kWhs)
11/03/2024 18:00:00,No CT,-1.5278,-3.0118,0.0000,No CT,0.0361,0.0000,0.0000,0.0938,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0405,-0.0112,0.0060,0.1762
11/03/2024 19:00:00,No CT,-1.5653,-3.3000,0.0000,No CT,0.0326,0.0000,0.0000,0.0944,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0407,-0.0132,0.0066,0.1761
11/03/2024 20:00:00,No CT,-1.5761,-3.3830,0.0010,No CT,0.0313,0.0000,0.2277,0.0948,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0398,-0.0129,0.0111,0.1780
11/03/2024 21:00:00,No CT,-1.3151,-3.2952,0.0000,No CT,0.0305,0.0000,0.1208,0.0947,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0398,-0.0118,0.0060,0.0212
11/03/2024 22:00:00,No CT,-1.4773,-3.2495,0.0090,No CT,0.0046,0.0000,0.0000,0.0906,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0404,-0.0124,0.0000,0.0150
11/03/2024 23:00:00,No CT,-0.4691,-1.9877,0.0000,No CT,0.0134,0.0000,0.0000,0.0590,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0395,-0.0064,0.0000,0.0117
11/04/2024 00:00:00,No CT,-0.1702,-2.0129,0.0000,No CT,0.0088,0.0000,0.0000,0.0591,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0382,-0.0049,0.0000,0.0115
11/04/2024 01:00:00,No CT,-0.1686,-1.7465,0.0000,No CT,0.0000,0.0000,0.0000,0.0680,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0386,-0.0040,0.0000,0.0114
11/04/2024 02:00:00,No CT,-0.1830,-1.7992,0.0000,No CT,0.0052,0.0000,0.0000,0.0954,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0396,-0.0060,0.0000,0.0117
11/04/2024 03:00:00,No CT,-0.1711,-1.8107,0.0000,No CT,0.0000,0.0000,0.0000,0.0860,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0395,-0.0060,0.0000,0.0117
11/04/2024 04:00:00,No CT,-0.5016,-2.0402,0.0019,No CT,0.0000,0.0000,0.0000,0.0593,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0394,-0.0075,0.0016,0.0116
11/04/2024 05:00:00,No CT,-1.3282,-2.9460,0.0000,No CT,0.0061,0.0000,0.0000,0.1591,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0401,-0.0126,0.0007,0.0120
11/04/2024 06:00:00,No CT,-1.0356,-3.5720,0.0000,No CT,0.0043,0.0000,0.0000,0.5329,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0394,-0.0149,0.0007,0.0126
11/04/2024 07:00:00,No CT,-0.9052,-3.1183,0.0000,No CT,0.0000,0.0000,0.0000,0.5466,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0397,-0.0552,0.0007,0.0124
11/04/2024 08:00:00,No CT,-1.1863,-3.4639,0.0060,No CT,0.0002,0.0000,0.0000,0.6354,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0394,-0.1278,0.0007,0.0123
11/04/2024 09:00:00,No CT,-1.7605,-2.5854,0.0013,No CT,0.0002,0.0000,0.0000,0.3203,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0418,-0.5297,0.0008,1.3970
11/04/2024 10:00:00,No CT,-2.0345,-2.0262,0.0070,No CT,0.0003,0.0000,0.0000,0.0925,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0431,-1.1335,0.0008,1.4341
11/04/2024 11:00:00,No CT,-2.0154,-2.6404,0.0033,No CT,0.0002,0.0000,0.0000,0.0917,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0434,-1.6155,0.0008,1.4323
11/04/2024 12:00:00,No CT,-1.9060,-2.5840,0.0003,No CT,0.0001,0.0000,0.0000,0.0948,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0432,-1.8794,0.0008,1.4043
11/04/2024 13:00:00,No CT,-1.9008,-3.0186,0.0002,No CT,0.0001,0.0000,0.0000,0.0935,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0432,-1.8955,0.0008,1.3808
11/04/2024 14:00:00,No CT,-1.7116,-2.8885,0.0031,No CT,0.0002,0.0000,0.0000,0.0917,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0424,-1.5522,0.0008,0.8895
11/04/2024 15:00:00,No CT,-0.9559,-3.2057,0.0024,No CT,0.0000,0.0000,0.0000,0.0930,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0411,-0.3897,0.0008,0.3586
11/04/2024 16:00:00,No CT,-0.7295,-3.3036,0.0052,No CT,0.0000,0.0000,0.0000,0.0924,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0406,-0.0382,0.0008,0.0169
11/04/2024 17:00:00,No CT,-1.0710,-2.8434,0.0043,No CT,0.0043,0.0000,0.0000,0.0949,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0411,-0.0099,0.0008,0.1724
11/04/2024 18:00:00,No CT,-1.8817,-3.3237,0.0000,No CT,0.0181,0.0000,0.0000,0.0956,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0415,-0.0129,0.0017,0.1775
11/04/2024 19:00:00,No CT,-1.9872,-3.2380,0.0001,No CT,0.0205,0.0000,0.0000,0.0949,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0416,-0.0131,0.0034,0.1769
11/04/2024 20:00:00,No CT,-2.0964,-3.8346,0.0047,No CT,0.0086,0.0802,0.2253,0.0972,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0399,-0.0141,0.0009,0.1775
11/04/2024 21:00:00,No CT,-2.6896,-4.4910,0.0040,No CT,0.0083,0.6473,0.1203,0.0963,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0400,-0.0155,0.0011,0.0190
11/04/2024 22:00:00,No CT,-1.7550,-3.5859,0.0028,No CT,0.0046,0.0000,0.0000,0.0913,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0408,-0.0137,0.0032,0.0151
11/04/2024 23:00:00,No CT,-0.6725,-2.1512,0.0040,No CT,0.0000,0.0000,0.0000,0.0591,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0399,-0.0091,0.0008,0.0118
11/05/2024 00:00:00,No CT,-0.2571,-2.0341,0.0000,No CT,0.0135,0.0000,0.0000,0.1120,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0393,-0.0082,0.0066,0.0115
11/05/2024 01:00:00,No CT,-0.1795,-1.6704,0.0000,No CT,0.0000,0.0000,0.0000,0.1019,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0394,-0.0061,0.0030,0.0114
11/05/2024 02:00:00,No CT,-0.1638,-1.1577,0.0000,No CT,0.0000,0.0000,0.0000,0.0611,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0399,-0.0051,0.0001,0.0110
11/05/2024 03:00:00,No CT,-0.1752,-1.2792,0.0000,No CT,0.0000,0.0000,0.0000,0.0598,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0402,-0.0074,0.0014,0.0112
11/05/2024 04:00:00,No CT,-0.4395,-1.4917,0.0000,No CT,0.0000,0.0000,0.0000,0.0598,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0401,-0.0087,0.0009,0.0113
11/05/2024 05:00:00,No CT,-1.2044,-2.6719,0.0000,No CT,0.0050,0.0000,0.0000,0.0634,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0402,-0.0123,0.0000,0.0119
11/05/2024 06:00:00,No CT,-1.0599,-2.6946,0.0000,No CT,0.0142,0.0000,0.0000,0.1008,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0400,-0.0124,0.0000,0.0120
11/05/2024 07:00:00,No CT,-0.9853,-2.5553,0.0024,No CT,0.0000,0.0000,0.0000,0.0957,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0408,-0.1205,0.0000,0.0121
11/05/2024 08:00:00,No CT,-1.2942,-3.0574,0.0069,No CT,0.0001,0.0000,0.0000,0.0951,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0416,-0.3275,0.0000,0.0126
11/05/2024 09:00:00,No CT,-1.8101,-2.7979,0.0004,No CT,0.0002,0.0000,0.0000,0.0917,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0424,-0.6857,0.0043,1.3875
11/05/2024 10:00:00,No CT,-1.8153,-2.1364,0.0038,No CT,0.0001,0.0000,0.0000,0.0917,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0422,-1.2342,0.0007,1.4174
11/05/2024 11:00:00,No CT,-2.0088,-2.4351,0.0021,No CT,0.0003,0.0000,0.0000,0.0914,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0425,-1.4732,0.0007,1.4061
11/05/2024 12:00:00,No CT,-1.8793,-2.1544,0.0006,No CT,0.0001,0.0000,0.0000,0.0950,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0425,-1.5843,0.0007,1.3924
11/05/2024 13:00:00,No CT,-1.6977,-2.1412,0.0004,No CT,0.0001,0.0000,0.0000,0.0942,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0420,-1.7363,0.0007,1.3697
11/05/2024 14:00:00,No CT,-1.5997,-2.5428,0.0029,No CT,0.0004,0.0000,0.0000,0.0942,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0417,-1.1330,0.0007,0.8873
11/05/2024 15:00:00,No CT,-0.9179,-2.4409,0.0009,No CT,0.0000,0.0000,0.0000,0.0963,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0408,-0.4646,0.0007,0.3590
11/05/2024 16:00:00,No CT,-0.5563,-2.9057,0.0011,No CT,0.0000,0.0000,0.0000,0.0988,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0401,-0.1110,0.0009,0.0158
11/05/2024 17:00:00,No CT,-0.9241,-2.7881,0.0009,No CT,0.0000,0.0000,0.0000,0.1180,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0403,-0.0097,0.0029,0.1729
11/05/2024 18:00:00,No CT,-1.8615,-3.7611,0.0017,No CT,0.0000,0.0000,0.0000,0.0982,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0418,-0.0136,0.0029,0.1776
11/05/2024 19:00:00,No CT,-1.6731,-3.2409,0.0000,No CT,0.0000,0.0000,0.0000,0.1136,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0426,-0.0129,0.0068,0.1796
11/05/2024 20:00:00,No CT,-1.4614,-3.6193,0.0000,No CT,0.0278,0.0000,0.2272,0.1013,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0402,-0.0130,0.0068,0.1784
11/05/2024 21:00:00,No CT,-1.6132,-3.4439,0.0020,No CT,0.0053,0.0000,0.1228,0.0976,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0391,-0.0111,0.0142,0.0158
11/05/2024 22:00:00,No CT,-1.4162,-2.9957,0.0002,No CT,0.0000,0.0000,0.0000,0.0939,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0396,-0.0106,0.0180,0.0147
11/05/2024 23:00:00,No CT,-0.9557,-2.4062,0.0040,No CT,0.0069,0.0000,0.0000,0.0593,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0391,-0.0078,0.0180,0.0117
11/06/2024 00:00:00,No CT,-0.3562,-5.6032,0.0027,No CT,0.0088,0.0000,0.0000,0.0624,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0385,-0.0148,0.0007,0.0136
11/06/2024 01:00:00,No CT,-0.1758,-4.4823,0.0000,No CT,0.0000,0.0000,0.0000,0.0631,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0387,-0.0105,0.0010,0.0130
11/06/2024 02:00:00,No CT,-0.5046,-2.1648,0.0055,No CT,0.0000,0.0000,0.0000,0.0682,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0393,-0.0061,0.0004,0.0118
11/06/2024 03:00:00,No CT,-0.1729,-1.8539,0.0000,No CT,0.0000,0.0000,0.0000,0.0932,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0392,-0.0052,0.0009,0.0116
11/06/2024 04:00:00,No CT,-0.4429,-1.9431,0.0000,No CT,0.0000,0.0000,0.0000,0.0678,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0392,-0.0067,0.0007,0.0116
11/06/2024 05:00:00,No CT,-1.2201,-2.7846,0.0000,No CT,0.0000,0.0000,0.0000,0.1597,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0395,-0.0118,0.0011,0.0120
11/06/2024 06:00:00,No CT,-0.9687,-2.4444,0.0018,No CT,0.0080,0.0000,0.0000,0.1785,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0398,-0.0099,0.0011,0.0120
11/06/2024 07:00:00,No CT,-0.9398,-2.4524,0.0000,No CT,0.0000,0.0000,0.0000,0.1727,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0398,-0.0539,0.0000,0.0119
11/06/2024 08:00:00,No CT,-0.8999,-2.6763,0.0046,No CT,0.0000,0.0000,0.0000,0.1206,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0403,-0.1234,0.0000,0.0123
11/06/2024 09:00:00,No CT,-2.2015,-2.0327,0.0091,No CT,0.0007,0.0000,0.0000,0.0860,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0428,-0.5124,0.0010,1.3809
11/06/2024 10:00:00,No CT,-1.9361,-2.0191,0.0014,No CT,0.0001,0.0000,0.0000,0.0885,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0428,-1.1318,0.0035,1.4204
11/06/2024 11:00:00,No CT,-1.9556,-2.2468,0.0021,No CT,0.0002,0.0000,0.0000,0.0875,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0429,-1.6306,0.0035,1.4186
11/06/2024 12:00:00,No CT,-2.1109,-2.7605,0.0016,No CT,0.0005,0.1354,0.0000,0.0883,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0429,-1.9149,0.0009,1.3992
11/06/2024 13:00:00,No CT,-1.8202,-2.2166,0.0027,No CT,0.0002,0.0000,0.0000,0.0861,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0426,-1.9229,0.0009,1.3821
11/06/2024 14:00:00,No CT,-1.3440,-2.3298,0.0002,No CT,0.0000,0.0000,0.0000,0.0878,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0417,-1.5480,0.0028,0.8888
11/06/2024 15:00:00,No CT,-0.9225,-2.8471,0.0015,No CT,0.0000,0.0000,0.0000,0.0957,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0405,-0.3990,0.0028,0.3544
11/06/2024 16:00:00,No CT,-0.5526,-2.6641,0.0000,No CT,0.0000,0.0000,0.0000,0.0880,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0398,-0.0475,0.0027,0.0159
11/06/2024 17:00:00,No CT,-1.2919,-2.6460,0.0033,No CT,0.0086,0.0000,0.0000,0.0950,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0397,-0.0097,0.0030,0.1698
11/06/2024 18:00:00,No CT,-2.2712,-2.9305,0.0079,No CT,0.0110,0.0000,0.0000,0.0877,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0407,-0.0127,0.0067,0.1744
11/06/2024 19:00:00,No CT,-2.0371,-2.9596,0.0001,No CT,0.0138,0.0000,0.0000,0.0897,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0403,-0.0127,0.0009,0.1737
11/06/2024 20:00:00,No CT,-2.4229,-4.3198,0.0064,No CT,0.0135,0.0203,0.2218,0.1529,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0387,-0.0154,0.0021,0.1738
11/06/2024 21:00:00,No CT,-3.1554,-4.6320,0.0049,No CT,0.0007,0.5794,0.1210,0.1154,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0388,-0.0163,0.0001,0.0161
11/06/2024 22:00:00,No CT,-1.7194,-3.1785,0.0041,No CT,0.0116,0.0000,0.0000,0.1077,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0388,-0.0117,0.0015,0.0145
11/06/2024 23:00:00,No CT,-0.7883,-2.6960,0.0026,No CT,0.0000,0.0000,0.0000,0.0796,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0379,-0.0077,0.0007,0.0116
11/07/2024 00:00:00,No CT,-0.2224,-6.0889,0.0019,No CT,0.0084,0.0000,0.0000,0.0845,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0369,-0.0150,0.0007,0.0136
11/07/2024 01:00:00,No CT,-0.5290,-3.4061,0.0062,No CT,0.0000,0.0000,0.0000,0.0707,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0377,-0.0097,0.0007,0.0119
11/07/2024 02:00:00,No CT,-0.3480,-1.7294,0.0055,No CT,0.0000,0.0000,0.0000,0.0589,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0383,-0.0040,0.0007,0.0111
11/07/2024 03:00:00,No CT,-0.1750,-1.2560,0.0000,No CT,0.0000,0.0000,0.0000,0.0586,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0381,-0.0017,0.0008,0.0106
11/07/2024 04:00:00,No CT,-0.4713,-1.5038,0.0000,No CT,0.0041,0.0000,0.0000,0.0588,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0382,-0.0041,0.0000,0.0107
11/07/2024 05:00:00,No CT,-1.2044,-2.3500,0.0000,No CT,0.0000,0.0000,0.0000,0.0635,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0394,-0.0103,0.0014,0.0116
11/07/2024 06:00:00,No CT,-1.0567,-2.8901,0.0014,No CT,0.0045,0.0000,0.0000,0.0990,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0396,-0.0122,0.0014,0.0123
11/07/2024 07:00:00,No CT,-0.9282,-2.1190,0.0000,No CT,0.0000,0.0000,0.0000,0.0947,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0399,-0.0590,0.0014,0.0118
11/07/2024 08:00:00,No CT,-1.0427,-2.5516,0.0047,No CT,0.0000,0.0000,0.0000,0.0921,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0403,-0.1306,0.0014,0.0122
11/07/2024 09:00:00,No CT,-1.6878,-1.8890,0.0006,No CT,0.0001,0.0000,0.0000,0.0900,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0419,-0.4935,0.0014,1.3773
11/07/2024 10:00:00,No CT,-2.0482,-2.8069,0.0065,No CT,0.0005,0.0000,0.0000,0.0922,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0428,-1.0834,0.0004,1.4200
11/07/2024 11:00:00,No CT,-1.9778,-2.1798,0.0033,No CT,0.0003,0.0000,0.0000,0.0924,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0429,-1.5601,0.0004,1.4130
11/07/2024 12:00:00,No CT,-1.9635,-2.2769,0.0033,No CT,0.0001,0.0000,0.0000,0.0915,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0428,-1.8265,0.0004,1.3913
11/07/2024 13:00:00,No CT,-2.0302,-2.6785,0.0021,No CT,0.0002,0.0000,0.0000,0.0897,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0427,-1.8413,0.0004,1.3750
11/07/2024 14:00:00,No CT,-1.3905,-2.4094,0.0001,No CT,0.0001,0.0000,0.0000,0.0903,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0418,-1.4878,0.0004,0.8843
11/07/2024 15:00:00,No CT,-0.8263,-2.8490,0.0000,No CT,0.0000,0.0000,0.0000,0.0913,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0406,-0.3806,0.0004,0.3525
11/07/2024 16:00:00,No CT,-0.5915,-2.7087,0.0010,No CT,0.0000,0.0000,0.0000,0.1576,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0400,-0.0482,0.0036,0.0175
11/07/2024 17:00:00,No CT,-0.8693,-2.8241,0.0010,No CT,0.0054,0.0000,0.0000,0.1001,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0400,-0.0085,0.0036,0.1738
11/07/2024 18:00:00,No CT,-1.6519,-3.4635,0.0010,No CT,0.0045,0.0000,0.0000,0.0957,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0402,-0.0127,0.0023,0.1749
11/07/2024 19:00:00,No CT,-1.9044,-3.5250,0.0061,No CT,0.0045,0.0000,0.0000,0.0968,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0402,-0.0136,0.0004,0.1742
11/07/2024 20:00:00,No CT,-3.6901,-5.9195,0.0033,No CT,0.0018,0.4821,0.2209,0.0969,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0386,-0.0190,1.0533,0.1727
11/07/2024 21:00:00,No CT,-2.4021,-4.1881,0.0017,No CT,0.0007,0.3692,0.1215,0.0967,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0388,-0.0142,0.2954,0.0156
11/07/2024 22:00:00,No CT,-1.4612,-2.9908,0.0050,No CT,0.0089,0.0000,0.0000,0.0938,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0395,-0.0111,0.0000,0.0147
11/07/2024 23:00:00,No CT,-0.6575,-2.4980,0.0000,No CT,0.0001,0.0000,0.0000,0.0591,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0385,-0.0087,0.0005,0.0118
11/08/2024 00:00:00,No CT,-0.2564,-1.6969,0.0041,No CT,0.0186,0.0000,0.0000,0.0589,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0383,-0.0045,0.0060,0.0109
11/08/2024 01:00:00,No CT,-0.1579,-1.5017,0.0000,No CT,0.0303,0.0000,0.0000,0.0590,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0385,-0.0038,0.0017,0.0108
11/08/2024 02:00:00,No CT,-0.2308,-1.5637,0.0010,No CT,0.0079,0.0000,0.0000,0.0591,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0387,-0.0044,0.0024,0.0110
11/08/2024 03:00:00,No CT,-0.1648,-1.2425,0.0000,No CT,0.0000,0.0000,0.0000,0.0588,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0386,-0.0030,0.0000,0.0106
11/08/2024 04:00:00,No CT,-0.4899,-1.6202,0.0000,No CT,0.0000,0.0000,0.0000,0.0588,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0387,-0.0056,0.0007,0.0108
11/08/2024 05:00:00,No CT,-1.1681,-2.4289,0.0000,No CT,0.0103,0.0000,0.0000,0.1600,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0390,-0.0109,0.0011,0.0114
11/08/2024 06:00:00,No CT,-0.9889,-2.5991,0.0000,No CT,0.0053,0.0000,0.0000,0.1797,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0399,-0.0115,0.0011,0.0120
11/08/2024 07:00:00,No CT,-1.0205,-2.5946,0.0000,No CT,0.0000,0.0000,0.0000,0.1742,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0397,-0.0626,0.0011,0.0119
11/08/2024 08:00:00,No CT,-1.0458,-2.7990,0.0058,No CT,0.0001,0.0000,0.0000,0.1224,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0401,-0.1337,0.0011,0.0123
11/08/2024 09:00:00,No CT,-2.0192,-2.3179,0.0038,No CT,0.0002,0.0000,0.0000,0.0928,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0418,-0.4868,0.0011,1.3738
11/08/2024 10:00:00,No CT,-2.5310,-2.8248,0.0065,No CT,0.0005,0.0000,0.0000,0.0938,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0428,-1.0646,0.0035,1.4201
11/08/2024 11:00:00,No CT,-2.4164,-3.5254,0.0060,No CT,0.0006,0.0000,0.0000,0.0953,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0427,-1.5351,0.0027,1.4190
11/08/2024 12:00:00,No CT,-2.4445,-3.5706,0.0064,No CT,0.0005,0.0000,0.0000,0.0960,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0429,-1.8072,0.0002,1.3954
11/08/2024 13:00:00,No CT,-2.4636,-3.9215,0.0053,No CT,0.0004,0.0000,0.0000,0.2316,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0427,-1.7907,0.0010,1.3247
11/08/2024 14:00:00,No CT,-2.0578,-3.3292,0.0006,No CT,0.0002,0.0000,0.0000,0.0896,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0424,-1.5088,0.0010,0.9408
11/08/2024 15:00:00,No CT,-1.1102,-3.7725,0.0015,No CT,0.0001,0.0000,0.0000,0.1300,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0407,-0.3833,0.0010,0.3531
11/08/2024 16:00:00,No CT,-1.1351,-3.6706,0.0003,No CT,0.0057,0.0000,0.0000,0.0923,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0406,-0.0513,0.0035,0.0779
11/08/2024 17:00:00,No CT,-1.8330,-2.6482,0.0021,No CT,0.0340,0.0000,0.0000,0.0938,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0409,-0.0116,0.0035,0.2630
11/08/2024 18:00:00,No CT,-2.5648,-6.3436,0.0054,No CT,0.0154,0.0000,0.0000,0.0972,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0417,-0.0184,0.0025,0.2587
11/08/2024 19:00:00,No CT,-2.0750,-3.8361,0.0001,No CT,0.0138,0.0000,0.0027,0.0997,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0415,-0.0144,0.0024,0.1910
11/08/2024 20:00:00,No CT,-2.4162,-4.2110,0.0033,No CT,0.0175,0.1360,0.0814,0.1089,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0411,-0.0153,0.0027,0.1678
11/08/2024 21:00:00,No CT,-3.5816,-4.8910,0.0065,No CT,0.0057,0.7445,0.0189,0.0914,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0411,-0.0176,0.0004,0.0176
11/08/2024 22:00:00,No CT,-2.1943,-3.3854,0.0048,No CT,0.0045,0.2902,0.0000,0.0774,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0397,-0.0131,0.0001,0.0137
11/08/2024 23:00:00,No CT,-1.4395,-2.8901,0.0049,No CT,0.0060,0.0251,0.0000,0.0719,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0392,-0.0112,0.0001,0.0127
11/09/2024 00:00:00,No CT,-0.1996,-2.4771,0.0000,No CT,0.0088,0.0000,0.0000,0.0596,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0377,-0.0078,0.0000,0.0118
11/09/2024 01:00:00,No CT,-0.7841,-2.5825,0.0025,No CT,0.0188,0.0000,0.0000,0.0593,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0382,-0.0083,0.3587,0.0117
11/09/2024 02:00:00,No CT,-1.2467,-3.5857,0.0069,No CT,0.0000,0.0000,0.0000,0.0596,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0384,-0.0114,0.7928,0.0124
